Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.359606707775731,0.0483084925525202,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.359606707775759,0.0483084925522847,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.359606707775734,0.0483084925522813,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.359606707775842,0.0483084925522959,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.359606707775731,0.0301194546772044,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
2,0.359606707775734,0.0301194546772106,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
2,0.359606707775814,0.0483084925522922,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
3,0.359606707775733,0.0483084925522812,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,
4,0.359606707775733,0.0505998222724843,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
4,0.35960670777573,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,
4,0.359606707775731,0.0129761952256236,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
4,0.359606707775731,0.0129761952256236,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
5,0.359606707775732,0.0596943412092092,PHATRDRAFT_45947,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_28068,PHATRDRAFT_10693
5,0.359606707775731,0.0596943412100194,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_25932,PHATRDRAFT_11014
