Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
2,0.219431851250922,0.0551711437360051,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,
2,0.219431851250924,0.0551711437360057,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,
2,0.25901443492381,0.0518949266083561,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,
2,0.2590144349237,0.0518949266081415,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,
3,0.21943185125076,0.0551711437359644,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,,
4,0.181343436405234,0.0583236897673511,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,
4,0.181343436405234,0.0583236897673511,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,
4,0.181343436405844,0.058323689767022,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,,
4,0.259014434923155,0.0518949266082624,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_10454,PHATRDRAFT_22803,,
4,0.305901819829889,0.0375491973952353,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,,
4,0.321661747484945,0.0265302258064968,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,,
4,0.176806056981231,0.058699244842885,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,,
5,0.267197036030611,0.0512176596032685,PHATRDRAFT_19708,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_31436,PHATRDRAFT_10693,
5,0.267197036030714,0.0512176596037437,PHATRDRAFT_54478,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,
5,0.176806056980905,0.058699244842777,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_50372,PHATRDRAFT_20310,PHATRDRAFT_10693,
6,0.267197036029864,0.0512176596029224,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_11319
