Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
4,0.265849450576855,0.694926482434971,YGL008C,YPL036W,YCR010C,YKL174C,,,,,
4,0.265849450575118,0.694926480981161,YGL008C,YPL036W,YCR032W,YKL174C,,,,,
4,0.261422844999304,0.02745047475706,YCR010C,YOR375C,YAL062W,YKL174C,,,,,
4,0.261422844980221,0.0274504434222121,YCR032W,YOR375C,YAL062W,YKL174C,,,,,
5,0.265849450590734,0.694926479734561,YGL008C,YPL036W,YCR010C,YOR273C,YLL028W,,,,
5,0.265849450588999,0.694926480557713,YGL008C,YPL036W,YCR032W,YOR273C,YLL028W,,,,
7,0.191930245859929,0.955543080681618,YOL086C,YDL168W,YGL256W,YBR145W,YCR010C,YKL174C,YLR348C,,
8,0.191930245859927,0.95554307845018,YOL086C,YDL168W,YGL256W,YBR145W,YCR010C,YOR273C,YLL028W,YLR348C,
8,0.191726703113447,0.963080397695601,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YCR010C,YKL174C,YKL085W,
9,0.191726703103038,0.963080399774951,YOL086C,YDL168W,YMR303C,YGL256W,YBR145W,YCR032W,YOR273C,YLL028W,YKL085W
