Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
2,0.353897749137526,0.00399156991154972,PHATRDRAFT_draft521,PHATRDRAFT_42245,,,,,,,,,,
2,0.35389774913764,0.00399156991159902,PHATRDRAFT_draft521,PHATRDRAFT_48078,,,,,,,,,,
2,0.353897749137421,0.00399156991121742,PHATRDRAFT_draft521,PHATRDRAFT_20310,,,,,,,,,,
2,0.35389774913753,0.00399156991149937,PHATRDRAFT_draft521,PHATRDRAFT_23913,,,,,,,,,,
3,0.353897749137528,0.00399156991159069,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,,,,,,,,,
4,0.343659789441152,0.0111497110833461,PHATRDRAFT_draft521,PHATRDRAFT_30145,PHATRDRAFT_36257,PHATRDRAFT_15917,,,,,,,,
6,0.30138005751829,0.0407107074944257,PHATRDRAFT_30145,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_19708,,,,,,
8,0.301380057518555,0.0407107074944748,PHATRDRAFT_13643,PHATRDRAFT_42015,PHATRDRAFT_30145,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_28191,,,,
8,0.329210977953565,0.0212519810156711,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,Phatr3_EG02251,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_20310,,,,
9,0.301380057518429,0.0407107074944312,PHATRDRAFT_42015,PHATRDRAFT_30145,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_draft1572,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_23365,,,
9,0.356323939706337,0.00229523439959459,PHATRDRAFT_42015,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_26290,PHATRDRAFT_34120,PHATRDRAFT_49339,PHATRDRAFT_28191,PHATRDRAFT_50742,PHATRDRAFT_23365,,,
12,0.329210977953419,0.0212519810153416,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_23467,PHATRDRAFT_45947,PHATRDRAFT_30519,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_28068,PHATRDRAFT_8990,PHATRDRAFT_8945,PHATRDRAFT_41686
