Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
5,0.114677205133911,0.095762396409565,PHATRDRAFT_30145,PHATRDRAFT_31906,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,,,,,,,
5,0.114677205133018,0.0957623964096626,PHATRDRAFT_26290,PHATRDRAFT_31906,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_15536,,,,,,,
5,0.114677205134438,0.0957623964105398,PHATRDRAFT_27726,PHATRDRAFT_30145,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,,,,,,,
5,0.114677205133869,0.0957623964098107,PHATRDRAFT_27726,PHATRDRAFT_30145,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_15536,,,,,,,
5,0.114677205132732,0.0957623964080721,PHATRDRAFT_27726,PHATRDRAFT_26290,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,,,,,,,
5,0.114677205133606,0.0957623964093889,PHATRDRAFT_26290,PHATRDRAFT_31906,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,,,,,,,
5,0.114677205133688,0.0957623964082547,PHATRDRAFT_30145,PHATRDRAFT_31906,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_15536,,,,,,,
6,0.11467720513428,0.0957623964103709,PHATRDRAFT_27726,PHATRDRAFT_45017,PHATRDRAFT_14762,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,,,,,,
6,0.114677205133518,0.0957623964086415,PHATRDRAFT_27726,PHATRDRAFT_45017,PHATRDRAFT_14762,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_15536,,,,,,
8,0.100539702863359,0.097517620150781,PHATRDRAFT_54082,Phatr3_EG02232,PHATRDRAFT_26290,PHATRDRAFT_22357,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_51970,PHATRDRAFT_15536,,,,
8,0.100539702863625,0.0975176201513605,PHATRDRAFT_54082,PHATRDRAFT_30145,Phatr3_EG02232,PHATRDRAFT_22357,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,PHATRDRAFT_51970,,,,
8,0.100539702863965,0.0975176201513411,PHATRDRAFT_54082,Phatr3_EG02232,PHATRDRAFT_26290,PHATRDRAFT_22357,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,PHATRDRAFT_51970,,,,
10,0.100539702863993,0.0975176201509714,PHATRDRAFT_54082,PHATRDRAFT_30145,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_draft1572,PHATRDRAFT_22357,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_49073,PHATRDRAFT_51970,,
11,0.355661450719338,0.00643633936583738,PHATRDRAFT_30145,PHATRDRAFT_36256,PHATRDRAFT_draft1572,PHATRDRAFT_draft348,PHATRDRAFT_22357,PHATRDRAFT_22803,PHATRDRAFT_52223,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_23830,PHATRDRAFT_15536,
12,0.100539702863346,0.0975176201510179,PHATRDRAFT_54082,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_26290,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_41063,PHATRDRAFT_33839,Phatr3_EG02011,PHATRDRAFT_50149,PHATRDRAFT_51970,PHATRDRAFT_15536
