Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
2,0.359606707775844,0.0483084925522961,PHATRDRAFT_10454,PHATRDRAFT_20310,,,,
2,0.35960670777569,0.0483084925518614,PHATRDRAFT_10454,PHATRDRAFT_23913,,,,
2,0.359606707775637,0.0483084925522683,PHATRDRAFT_10454,PHATRDRAFT_42245,,,,
2,0.359606707775731,0.0150597273386051,PHATRDRAFT_30145,PHATRDRAFT_10454,,,,
2,0.359606707775621,0.0150597273383327,PHATRDRAFT_26290,PHATRDRAFT_10454,,,,
3,0.359606707775731,0.048308492552281,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,,
3,0.359606707775733,0.0483084925522812,PHATRDRAFT_55192,PHATRDRAFT_10454,PHATRDRAFT_35240,,,
4,0.359606707775732,0.0505998222726085,PHATRDRAFT_30145,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,,
4,0.359606707775712,0.0220707141629206,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,,
4,0.359606707775732,0.0220707141631759,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_42245,,
4,0.359606707775729,0.0129761952256607,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,,
5,0.359606707775732,0.0596943412100196,PHATRDRAFT_45947,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_28068,
5,0.359606707775804,0.0596943412100316,PHATRDRAFT_55192,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_35240,
6,0.359606707775732,0.0106859836505704,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_10454,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_19979
