Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.331715884984415,0.0455014205346181,PHATRDRAFT_36821,PHATRDRAFT_20310,,,
2,0.331715884984414,0.0455014205346179,PHATRDRAFT_36821,PHATRDRAFT_859,,,
2,0.340893038662814,0.0305297027062823,PHATRDRAFT_10454,PHATRDRAFT_859,,,
2,0.340893038662814,0.0305297027062823,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.340893038662868,0.0305297027062871,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.341482064379,0.0295687591365301,PHATRDRAFT_26290,PHATRDRAFT_36821,,,
2,0.347705898622813,0.0194151218133632,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
2,0.347705898622848,0.0194151218133949,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
2,0.340893038662842,0.0305297027062848,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
3,0.331715884984414,0.0455014205346179,PHATRDRAFT_55192,PHATRDRAFT_36821,PHATRDRAFT_35240,,
3,0.340893038662812,0.0305297027062821,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,,
4,0.326395413694272,0.0541813007742961,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,
4,0.341482064378971,0.0295687591365263,PHATRDRAFT_45017,PHATRDRAFT_14762,PHATRDRAFT_36821,PHATRDRAFT_11319,
4,0.351824864380222,0.0126953920122075,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
4,0.346568611039183,0.0212705063247736,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,
4,0.351824864380222,0.0126953920122075,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
4,0.346568611038963,0.0212705063247601,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693,
5,0.346568611039177,0.0212705063247732,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_18064
