Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
3,0.254615051231462,0.281038619326032,b2914,b4090,b3546,,,
3,0.254615051231119,0.281038619324582,b2914,b4090,b4042,,,
3,0.254615051230321,0.281038619324465,b1054,b2914,b4090,,,
3,0.245101590406515,0.270537865880239,b2914,b4090,b2285,,,
4,0.252251525100676,0.278486061993179,b0907,b0529,b2914,b4090,,
4,0.252287072821757,0.278469046880508,b2913,b0529,b2914,b4090,,
4,0.25205436265797,0.278212186804561,b2066,b0910,b2914,b4090,,
4,0.250978186434525,0.277080294448946,b0910,b0907,b2914,b4090,,
4,0.251013730166106,0.277063558740078,b0910,b2913,b2914,b4090,,
4,0.220814083571247,0.24372983803965,b0910,b2926,b2914,b4090,,
4,0.220814083571247,0.24372983803965,b0910,b1779,b2914,b4090,,
4,0.251013730165429,0.277063558509902,b0910,b4388,b2914,b4090,,
4,0.251162093034345,0.277227318359011,b1602,b2913,b2914,b4090,,
5,0.216130901415353,0.238608839113026,b2779,b0907,b1852,b2914,b4090,
5,0.211262628219758,0.233234258457202,b2779,b1850,b0907,b2914,b4090,
6,0.203462194191482,0.224577195511567,b2779,b2926,b4015,b2914,b4090,b2285
