Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.301649050709191,0.0405226337676537,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
2,0.301649050709297,0.0405226337677451,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.321136688694863,0.0268973345913347,PHATRDRAFT_26290,PHATRDRAFT_10454,,,
2,0.321136688694744,0.0268973345913307,PHATRDRAFT_30145,PHATRDRAFT_10454,,,
3,0.30164905070919,0.0405226337676535,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
3,0.30164905070919,0.0405226337676535,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,
4,0.201361906961239,0.0566667778123954,PHATRDRAFT_26290,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_10693,
4,0.305901819830015,0.0375491973952508,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,
4,0.325961090478101,0.0235242260758064,PHATRDRAFT_30145,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_10693,
4,0.325961090478102,0.0235242260757223,PHATRDRAFT_26290,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,
5,0.176806056980897,0.0586992448427744,PHATRDRAFT_45947,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_28068,PHATRDRAFT_10693
5,0.284040656838163,0.0498235272889438,PHATRDRAFT_19708,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_55069
5,0.305901819830058,0.037549197395256,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_2215,PHATRDRAFT_20310
