Deletion size,Max growth rate,Min production rate,Deleted genes,,,,
2,0.340893038662959,0.0915891081189567,PHATRDRAFT_10454,PHATRDRAFT_23913,,,
2,0.340893038662815,0.0915891081188471,PHATRDRAFT_10454,PHATRDRAFT_42245,,,
2,0.340893038662815,0.091589108118847,PHATRDRAFT_10454,PHATRDRAFT_48078,,,
2,0.340893038662812,0.0915891081188463,PHATRDRAFT_10454,PHATRDRAFT_20310,,,
3,0.340893038662814,0.0915891081188468,PHATRDRAFT_45947,PHATRDRAFT_10454,PHATRDRAFT_28068,,
3,0.34089303866276,0.0915891081188323,PHATRDRAFT_10454,PHATRDRAFT_41886,PHATRDRAFT_39681,,
4,0.336762592860934,0.1118044835668,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_48078,
4,0.336762592860939,0.111804483566802,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_23913,PHATRDRAFT_10693,
4,0.350808310118024,0.0430614322328512,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,PHATRDRAFT_10693,
4,0.350808310118024,0.0430614322328512,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_48078,
4,0.350808310118133,0.0430614322328646,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_23913,PHATRDRAFT_10693,
5,0.350808310118148,0.043061432232894,PHATRDRAFT_9619,PHATRDRAFT_20143,PHATRDRAFT_2215,PHATRDRAFT_20310,PHATRDRAFT_10693
5,0.350808310118138,0.0430614322328651,PHATRDRAFT_55192,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_35240,PHATRDRAFT_10693
5,0.350808310118136,0.0430614322328649,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_2215,PHATRDRAFT_25932,PHATRDRAFT_11014
